timestamp,latitude,longitude
2026-02-16 04:38:28,-42.8733,-169.8449
2026-02-16 04:39:19,-44.5545,-166.1494
2026-02-16 04:39:20,-44.6018,-166.0374
2026-02-16 04:39:27,-44.8213,-165.5121
2026-02-16 04:39:29,-44.868,-165.3989
2026-02-16 04:39:30,-44.9146,-165.2856
2026-02-16 04:39:32,-44.961,-165.1721
2026-02-16 04:39:33,-45.0073,-165.0584
2026-02-16 04:39:35,-45.0689,-164.9065
2026-02-16 04:39:37,-45.1149,-164.7923
2026-02-16 04:39:38,-45.1607,-164.678
